item_id,title,genres
165,Jean de Florette (1986),Drama
690,Seven Years in Tibet (1997),Drama|War
248,Grosse Pointe Blank (1997),Comedy|Crime
1444,That Darn Cat! (1965),Children|Comedy|Mystery
5,Copycat (1995),Crime|Drama|Thriller
229,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
237,Jerry Maguire (1996),Drama|Romance
480,North by Northwest (1959),Comedy|Thriller
54,Outbreak (1995),Action|Drama|Thriller
366,Dangerous Minds (1995),Drama
518,Miller's Crossing (1990),Drama
403,Batman (1989),Action|Adventure|Crime|Drama
111,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
625,"Sword in the Stone, The (1963)",Animation|Children
338,Bean (1997),Comedy
25,"Birdcage, The (1996)",Comedy
1016,Con Air (1997),Action|Adventure|Thriller
154,Monty Python's Life of Brian (1979),Comedy
275,Sense and Sensibility (1995),Drama|Romance
1153,Backbeat (1993),Drama|Musical
498,"African Queen, The (1951)",Action|Adventure|Romance|War
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
209,This Is Spinal Tap (1984),Comedy|Drama|Musical
23,Taxi Driver (1976),Drama|Thriller
294,Liar Liar (1997),Comedy
208,Young Frankenstein (1974),Comedy|Horror
685,Executive Decision (1996),Action|Thriller
328,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
496,It's a Wonderful Life (1946),Drama
132,"Wizard of Oz, The (1939)",Adventure|Children|Drama|Musical
174,Raiders of the Lost Ark (1981),Action|Adventure
96,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
151,Willy Wonka and the Chocolate Factory (1971),Adventure|Children|Comedy
307,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller
648,"Quiet Man, The (1952)",Comedy|Romance
21,Muppet Treasure Island (1996),Action|Adventure|Comedy|Musical|Thriller
832,Bogus (1996),Children|Drama|Fantasy
514,Annie Hall (1977),Comedy|Romance
789,Swimming with Sharks (1995),Comedy|Drama
485,My Fair Lady (1964),Musical|Romance
317,In the Name of the Father (1993),Drama
195,"Terminator, The (1984)",Action|Sci-Fi|Thriller
200,"Shining, The (1980)",Horror
385,True Lies (1994),Action|Adventure|Comedy|Romance
750,Amistad (1997),Drama
264,Mimic (1997),Sci-Fi|Thriller
245,"Devil's Own, The (1997)",Action|Drama|Thriller|War
135,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
1147,My Family (1995),Drama
471,Courage Under Fire (1996),Drama|War
658,Pump Up the Volume (1990),Drama
140,Homeward Bound: The Incredible Journey (1993),Adventure|Children
379,Tales From the Crypt Presents: Demon Knight (1995),Horror
815,One Fine Day (1996),Drama|Romance
479,Vertigo (1958),Mystery|Thriller
368,Bio-Dome (1996),Comedy
1211,Blue Sky (1994),Drama|Romance
1134,Get on the Bus (1996),Drama
836,Ninotchka (1939),Comedy|Romance
272,Good Will Hunting (1997),Drama
756,Father of the Bride Part II (1995),Comedy
787,Roommates (1995),Comedy|Drama
14,"Postino, Il (1994)",Drama|Romance
955,Before Sunrise (1995),Drama|Romance
419,Mary Poppins (1964),Children|Comedy|Musical
405,Mission: Impossible (1996),Action|Adventure|Mystery
504,Bonnie and Clyde (1967),Crime|Drama
466,Red Rock West (1992),Thriller
268,Chasing Amy (1997),Drama|Romance
117,"Rock, The (1996)",Action|Adventure|Thriller
273,Heat (1995),Action|Crime|Thriller
559,Interview with the Vampire (1994),Drama|Horror
794,It Could Happen to You (1994),Drama|Romance
323,Dante's Peak (1997),Action|Thriller
177,"Good, The Bad and The Ugly, The (1966)",Action|Western
231,Batman Returns (1992),Action|Adventure|Comedy|Crime
2,GoldenEye (1995),Action|Adventure|Thriller
137,Big Night (1996),Drama
1336,Kazaam (1996),Children|Comedy|Fantasy
164,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
281,"River Wild, The (1994)",Action|Thriller
1240,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi
298,Face/Off (1997),Action|Sci-Fi|Thriller
443,"Birds, The (1963)",Horror
1035,Cool Runnings (1993),Comedy
79,"Fugitive, The (1993)",Action|Thriller
258,Contact (1997),Drama|Sci-Fi
455,Jackie Chan's First Strike (1996),Action
755,Jumanji (1995),Action|Adventure|Children|Fantasy|Sci-Fi
673,Cape Fear (1962),Film-Noir|Thriller
172,"Empire Strikes Back, The (1980)",Action|Adventure|Drama|Romance|Sci-Fi|War
1217,Assassins (1995),Thriller
719,Canadian Bacon (1994),Comedy|War
1267,Clockers (1995),Drama
930,Chain Reaction (1996),Action|Adventure|Thriller
216,When Harry Met Sally... (1989),Comedy|Romance
1079,Joe's Apartment (1996),Comedy|Musical
452,Jaws 2 (1978),Action|Horror
61,Three Colors: White (1994),Drama
48,Hoop Dreams (1994),Documentary
360,Wonderland (1997),Documentary
77,"Firm, The (1993)",Drama|Thriller
476,"First Wives Club, The (1996)",Comedy
483,Casablanca (1942),Drama|Romance|War
748,"Saint, The (1997)",Action|Romance|Thriller
220,"Mirror Has Two Faces, The (1996)",Comedy|Romance
255,My Best Friend's Wedding (1997),Comedy|Romance
280,Up Close and Personal (1996),Drama|Romance
202,Groundhog Day (1993),Comedy|Romance
408,"Close Shave, A (1995)",Animation|Comedy|Thriller
235,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
228,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
1098,Flirting With Disaster (1996),Comedy
347,Wag the Dog (1997),Comedy|Drama
178,12 Angry Men (1957),Drama
478,"Philadelphia Story, The (1940)",Comedy|Romance
688,Leave It to Beaver (1997),Comedy
10,Richard III (1995),Drama|War
127,"Godfather, The (1972)",Action|Crime|Drama
106,Diabolique (1996),Drama|Thriller
69,Forrest Gump (1994),Comedy|Romance|War
944,Renaissance Man (1994),Comedy|Drama|War
790,Tommy Boy (1995),Comedy
1091,Pete's Dragon (1977),Adventure|Animation|Children|Musical
214,Pink Floyd - The Wall (1982),Drama|Musical|War
1028,Grumpier Old Men (1995),Comedy|Romance
554,Waterworld (1995),Action|Adventure
109,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
171,Delicatessen (1991),Comedy|Sci-Fi
318,Schindler's List (1993),Drama|War
568,Speed (1994),Action|Romance|Thriller
842,Pollyanna (1960),Children|Comedy|Drama
65,What's Eating Gilbert Grape (1993),Comedy|Drama
591,Primal Fear (1996),Drama|Thriller
401,"Brady Bunch Movie, The (1995)",Comedy
339,Mad City (1997),Action|Drama
746,Real Genius (1985),Comedy
68,"Crow, The (1994)",Action|Romance|Thriller
7,Twelve Monkeys (1995),Drama|Sci-Fi
1018,Tie Me Up! Tie Me Down! (1990),Drama
218,Cape Fear (1991),Thriller
623,Angels in the Outfield (1994),Children|Comedy
334,U Turn (1997),Action|Crime|Mystery
344,"Apostle, The (1997)",Drama
145,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
56,Pulp Fiction (1994),Crime|Drama
89,Blade Runner (1982),Film-Noir|Sci-Fi
141,"20,000 Leagues Under the Sea (1954)",Adventure|Children|Fantasy|Sci-Fi
576,Cliffhanger (1993),Action|Adventure|Crime
133,Gone with the Wind (1939),Drama|Romance|War
153,"Fish Called Wanda, A (1988)",Comedy
813,"Celluloid Closet, The (1995)",Documentary
872,Love Jones (1997),Romance
146,Unhook the Stars (1996),Drama
507,"Streetcar Named Desire, A (1951)",Drama
367,Clueless (1995),Comedy
468,Rudy (1993),Drama
595,"Fan, The (1996)",Thriller
11,Seven (Se7en) (1995),Crime|Thriller
520,"Great Escape, The (1963)",Adventure|War
82,Jurassic Park (1993),Action|Adventure|Sci-Fi
501,Dumbo (1941),Animation|Children|Musical
3,Four Rooms (1995),Thriller
695,Kicking and Screaming (1995),Comedy|Drama
198,Nikita (La Femme Nikita) (1990),Thriller
189,"Grand Day Out, A (1992)",Animation|Comedy
767,"Addiction, The (1995)",Horror
705,Singin' in the Rain (1952),Musical|Romance
64,"Shawshank Redemption, The (1994)",Drama
357,One Flew Over the Cuckoo's Nest (1975),Drama
484,"Maltese Falcon, The (1941)",Film-Noir|Mystery
508,"People vs. Larry Flynt, The (1996)",Drama
303,Ulee's Gold (1997),Drama
215,Field of Dreams (1989),Drama
749,"MatchMaker, The (1997)",Comedy|Romance
829,Fled (1996),Action|Adventure
204,Back to the Future (1985),Comedy|Sci-Fi
1295,Kicked in the Head (1997),Comedy|Drama
33,Desperado (1995),Action|Romance|Thriller
160,Glengarry Glen Ross (1992),Drama
321,Mother (1996),Comedy
343,Alien: Resurrection (1997),Action|Horror|Sci-Fi
227,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
191,Amadeus (1984),Drama|Mystery
903,Afterglow (1997),Drama|Romance
183,Alien (1979),Action|Horror|Sci-Fi|Thriller
724,Circle of Friends (1995),Drama|Romance
430,Duck Soup (1933),Comedy|War
1197,"Family Thing, A (1996)",Comedy|Drama
134,Citizen Kane (1941),Drama
751,Tomorrow Never Dies (1997),Action|Romance|Thriller
212,"Unbearable Lightness of Being, The (1988)",Drama
256,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance
662,Somewhere in Time (1980),Drama|Romance
984,Shadow Conspiracy (1997),Thriller
1067,Bottle Rocket (1996),Comedy
410,Kingpin (1996),Comedy
879,"Peacemaker, The (1997)",Action|Thriller|War
271,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
1086,It's My Party (1995),Drama
649,Once Upon a Time in America (1984),Crime|Drama|Thriller
951,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
197,"Graduate, The (1967)",Drama|Romance
678,Volcano (1997),Drama|Thriller
199,"Bridge on the River Kwai, The (1957)",Drama|War
709,Strictly Ballroom (1992),Comedy|Romance
169,"Wrong Trousers, The (1993)",Animation|Comedy
597,Eraser (1996),Action|Thriller
1393,Stag (1997),Action|Thriller
333,"Game, The (1997)",Mystery|Thriller
1115,Twelfth Night (1996),Comedy|Drama|Romance
577,Coneheads (1993),Comedy|Sci-Fi
378,Miracle on 34th Street (1994),Drama
425,Bob Roberts (1992),Comedy
959,Dazed and Confused (1993),Comedy
1224,"Scout, The (1994)",Drama
1017,Trees Lounge (1996),Drama
175,Brazil (1985),Sci-Fi
286,"English Patient, The (1996)",Drama|Romance|War
558,Heavenly Creatures (1994),Drama|Fantasy|Thriller
66,While You Were Sleeping (1995),Comedy|Romance
206,Akira (1988),Adventure|Animation|Sci-Fi|Thriller
402,Ghost (1990),Comedy|Romance|Thriller
640,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
522,Down by Law (1986),Comedy|Drama
62,Stargate (1994),Action|Adventure|Sci-Fi
12,"Usual Suspects, The (1995)",Crime|Thriller
291,Absolute Power (1997),Mystery|Thriller
462,Like Water For Chocolate (Como agua para chocolate) (1992),Drama|Romance
612,Lost Horizon (1937),Drama
758,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller
845,That Thing You Do! (1996),Comedy
163,"Return of the Pink Panther, The (1974)",Comedy
1451,Foreign Correspondent (1940),Thriller
250,"Fifth Element, The (1997)",Action|Sci-Fi
823,Mulholland Falls (1996),Crime|Film-Noir|Thriller
186,"Blues Brothers, The (1980)",Action|Comedy|Musical
731,"Corrina, Corrina (1994)",Comedy|Drama|Romance
71,"Lion King, The (1994)",Animation|Children|Musical
781,French Kiss (1995),Comedy|Romance
176,Aliens (1986),Action|Sci-Fi|Thriller|War
1181,"Low Down Dirty Shame, A (1994)",Action|Comedy
78,Free Willy (1993),Adventure|Children|Drama
436,"American Werewolf in London, An (1981)",Horror
631,"Crying Game, The (1992)",Action|Drama|Romance|War
716,Home for the Holidays (1995),Drama|Romance
188,Full Metal Jacket (1987),Action|Drama|War
699,Little Women (1994),Drama
604,It Happened One Night (1934),Comedy
97,Dances with Wolves (1990),Adventure|Drama|Western
173,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
460,"Crossing Guard, The (1995)",Drama
715,To Die For (1995),Comedy|Drama
17,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller
315,Apt Pupil (1998),Drama|Thriller
505,Dial M for Murder (1954),Mystery|Thriller
279,Once Upon a Time... When We Were Colored (1995),Drama
80,Hot Shots! Part Deux (1993),Action|Comedy|War
238,Raising Arizona (1987),Comedy
60,Three Colors: Blue (1993),Drama
325,Crash (1996),Drama|Thriller
407,Spy Hard (1996),Comedy
531,Shine (1996),Drama|Romance
587,"Hour of the Pig, The (1993)",Drama|Mystery
892,Flubber (1997),Children|Comedy|Fantasy
1047,Multiplicity (1996),Comedy
47,Ed Wood (1994),Comedy|Drama
217,Bram Stoker's Dracula (1992),Horror|Romance
259,George of the Jungle (1997),Children|Comedy
596,"Hunchback of Notre Dame, The (1996)",Animation|Children|Musical
960,Naked (1993),Drama
211,M*A*S*H (1970),Comedy|War
938,"Smile Like Yours, A (1997)",Comedy|Romance
1060,"Adventures of Pinocchio, The (1996)",Adventure|Children
404,Pinocchio (1940),Animation|Children
305,"Ice Storm, The (1997)",Drama
210,Indiana Jones and the Last Crusade (1989),Action|Adventure
278,Bed of Roses (1996),Drama|Romance
770,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
252,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
156,Reservoir Dogs (1992),Crime|Thriller
1110,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi
350,Fallen (1998),Action|Mystery|Thriller
431,Highlander (1986),Action|Adventure
475,Trainspotting (1996),Drama
182,GoodFellas (1990),Crime|Drama
50,Star Wars (1977),Action|Adventure|Romance|Sci-Fi|War
365,Powder (1995),Drama
187,"Godfather: Part II, The (1974)",Action|Crime|Drama
289,Evita (1996),Drama|Musical
185,Psycho (1960),Horror|Romance|Thriller
712,Tin Men (1987),Comedy|Drama
94,Home Alone (1990),Children|Comedy
742,Ransom (1996),Drama|Thriller
762,Beautiful Girls (1996),Drama
732,Dave (1993),Comedy|Romance
168,Monty Python and the Holy Grail (1974),Comedy
550,Die Hard: With a Vengeance (1995),Action|Thriller
849,Days of Thunder (1990),Action|Romance
406,Thinner (1996),Horror|Thriller
150,Swingers (1996),Comedy|Drama
869,Fools Rush In (1997),Comedy|Romance
184,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
371,"Bridges of Madison County, The (1995)",Drama|Romance
720,First Knight (1995),Action|Adventure|Drama|Romance
873,Picture Perfect (1997),Comedy|Romance
381,Muriel's Wedding (1994),Comedy|Romance
922,Dead Man (1995),Western
57,Priest (1994),Drama
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance
370,Mary Reilly (1996),Drama|Thriller
249,Austin Powers: International Man of Mystery (1997),Comedy
721,Mallrats (1995),Comedy
611,Laura (1944),Crime|Film-Noir|Mystery
142,Bedknobs and Broomsticks (1971),Adventure|Children|Musical
943,Killing Zoe (1994),Thriller
126,"Spitfire Grill, The (1996)",Drama
824,"Great White Hype, The (1996)",Comedy
8,Babe (1995),Children|Comedy|Drama
58,Quiz Show (1994),Drama
680,Kull the Conqueror (1997),Action|Adventure
741,"Last Supper, The (1995)",Drama|Thriller
1061,"Evening Star, The (1996)",Comedy|Drama
448,"Omen, The (1976)",Horror
900,Kundun (1997),Drama
941,With Honors (1994),Comedy|Drama
905,Great Expectations (1998),Drama|Romance
1497,"Line King: Al Hirschfeld, The (1996)",Documentary
55,"Professional, The (1994)",Crime|Drama|Romance|Thriller
744,Michael Collins (1996),Drama|War
642,"Grifters, The (1990)",Crime|Drama|Film-Noir
1015,Shiloh (1997),Children|Drama
121,Independence Day (ID4) (1996),Action|Sci-Fi|War
301,In & Out (1997),Comedy
81,"Hudsucker Proxy, The (1994)",Comedy|Romance
284,Tin Cup (1996),Comedy|Romance
740,Jane Eyre (1996),Drama|Romance
22,Braveheart (1995),Action|Drama|War
864,My Fellow Americans (1996),Comedy
1099,"Red Firecracker, Green Firecracker (1994)",Drama
961,Orlando (1993),Drama
812,Andre (1994),Adventure|Children
240,Beavis and Butt-head Do America (1996),Animation|Comedy
376,Houseguest (1994),Comedy
931,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
717,"Juror, The (1996)",Drama|Thriller
399,"Three Musketeers, The (1993)",Action|Adventure|Comedy
1039,Hamlet (1996),Drama
1114,Faithful (1996),Comedy
292,Rosewood (1997),Drama
561,Mary Shelley's Frankenstein (1994),Drama|Horror
901,Mr. Magoo (1997),Comedy
70,Four Weddings and a Funeral (1994),Comedy|Romance
417,"Parent Trap, The (1961)",Children|Drama
809,Rising Sun (1993),Action|Drama|Mystery
540,Money Train (1995),Action
293,Donnie Brasco (1997),Crime|Drama
497,Bringing Up Baby (1938),Comedy
1462,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1246,Bushwhacked (1995),Comedy
655,Stand by Me (1986),Adventure|Comedy|Drama
13,Mighty Aphrodite (1995),Comedy
588,Beauty and the Beast (1991),Animation|Children|Musical
409,Jack (1996),Comedy|Drama
739,Pretty Woman (1990),Comedy|Romance
661,High Noon (1952),Western
665,Alien 3 (1992),Action|Horror|Sci-Fi|Thriller
692,"American President, The (1995)",Comedy|Drama|Romance
439,Amityville: A New Generation (1993),Horror
632,Sophie's Choice (1982),Drama
1198,Purple Noon (1960),Crime|Thriller
609,Father of the Bride (1950),Comedy
225,101 Dalmatians (1996),Children|Comedy
128,Supercop (1992),Action|Thriller
866,Michael (1996),Comedy|Romance
295,Breakdown (1997),Action|Thriller
49,I.Q. (1994),Comedy|Romance
626,So Dear to My Heart (1949),Children|Drama
707,Enchanted April (1991),Drama
586,Terminal Velocity (1994),Action
593,Stalingrad (1993),War
147,"Long Kiss Goodnight, The (1996)",Action|Thriller
1220,Higher Learning (1995),Drama
492,East of Eden (1955),Drama
620,"Chamber, The (1996)",Drama
161,Top Gun (1986),Action|Romance
1070,Living in Oblivion (1995),Comedy
449,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi
948,Booty Call (1997),Comedy|Romance
509,My Left Foot (1989),Drama
870,Touch (1997),Romance
39,Strange Days (1995),Action|Crime|Sci-Fi
1100,What Happened Was... (1994),Comedy|Drama|Romance
820,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy
660,Fried Green Tomatoes (1991),Drama
1022,"Fast, Cheap & Out of Control (1997)",Documentary
120,Striptease (1996),Comedy|Crime
780,Dumb & Dumber (1994),Comedy
44,Dolores Claiborne (1994),Drama|Thriller
686,"Perfect World, A (1993)",Action|Drama
28,Apollo 13 (1995),Action|Drama|Thriller
729,Nell (1994),Drama
52,"Madness of King George, The (1994)",Drama
230,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
506,Rebel Without a Cause (1955),Drama
566,Clear and Present Danger (1994),Action|Adventure|Thriller
774,"Prophecy, The (1995)",Horror
1003,That Darn Cat! (1997),Children|Comedy|Mystery
433,Heathers (1989),Comedy
99,Snow White and the Seven Dwarfs (1937),Animation|Children|Musical
1288,Denise Calls Up (1995),Comedy
190,Henry V (1989),Drama|War
1010,Basquiat (1996),Drama
877,Excess Baggage (1997),Adventure|Romance
487,Roman Holiday (1953),Comedy|Romance
1052,Dracula: Dead and Loving It (1995),Comedy|Horror
287,Marvin's Room (1996),Drama
659,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",Drama
696,City Hall (1996),Drama|Thriller
269,"Full Monty, The (1997)",Comedy
179,"Clockwork Orange, A (1971)",Sci-Fi
440,Amityville II: The Possession (1982),Horror
806,Menace II Society (1993),Action|Crime|Drama
572,Blown Away (1994),Action|Thriller
654,Chinatown (1974),Film-Noir|Mystery|Thriller
324,Lost Highway (1997),Mystery
736,Shadowlands (1993),Drama|Romance
92,True Romance (1993),Action|Crime|Romance
461,Smoke (1995),Drama
129,Bound (1996),Crime|Drama|Romance|Thriller
9,Dead Man Walking (1995),Drama
152,Sleeper (1973),Comedy|Sci-Fi
233,Under Siege (1992),Action
589,"Wild Bunch, The (1969)",Western
203,Unforgiven (1992),Western
1034,"Quest, The (1996)",Action|Adventure
923,Raise the Red Lantern (1991),Drama
463,"Secret of Roan Inish, The (1994)",Adventure
122,"Cable Guy, The (1996)",Comedy
310,"Rainmaker, The (1997)",Drama
285,Secrets & Lies (1996),Drama
447,Carrie (1976),Horror
412,"Very Brady Sequel, A (1996)",Comedy
1428,SubUrbia (1997),Comedy
977,"Substitute, The (1996)",Action
1065,Koyaanisqatsi (1983),Documentary|War
421,William Shakespeare's Romeo and Juliet (1996),Drama|Romance
937,"Thousand Acres, A (1997)",Drama
583,Romeo Is Bleeding (1993),Crime|Thriller
110,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
251,Shall We Dance? (1996),Comedy
831,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
543,"Misérables, Les (1995)",Drama|Musical
926,Down Periscope (1996),Comedy
155,Dirty Dancing (1987),Musical|Romance
53,Natural Born Killers (1994),Action|Thriller
393,Mrs. Doubtfire (1993),Comedy
91,"Nightmare Before Christmas, The (1993)",Children|Comedy|Musical
477,Matilda (1996),Children|Comedy
472,Dragonheart (1996),Action|Adventure|Fantasy
761,Nick of Time (1995),Action|Thriller
1286,Shall We Dance? (1937),Comedy|Musical|Romance
93,Welcome to the Dollhouse (1995),Comedy|Drama
644,"Thin Blue Line, The (1988)",Documentary
982,Maximum Risk (1996),Action|Adventure|Thriller
491,"Adventures of Robin Hood, The (1938)",Action|Adventure
511,Lawrence of Arabia (1962),Adventure|War
397,Striking Distance (1993),Action
162,On Golden Pond (1981),Drama
513,"Third Man, The (1949)",Mystery|Thriller
375,Showgirls (1995),Drama
38,"Net, The (1995)",Sci-Fi|Thriller
418,Cinderella (1950),Animation|Children|Musical
858,Amityville: Dollhouse (1996),Horror
131,Breakfast at Tiffany's (1961),Drama|Romance
87,Searching for Bobby Fischer (1993),Drama
725,Exit to Eden (1994),Comedy
72,"Mask, The (1994)",Comedy|Crime|Fantasy
663,Being There (1979),Comedy
1133,Escape to Witch Mountain (1975),Adventure|Children|Fantasy
125,Phenomenon (1996),Drama|Romance
1248,Blink (1994),Thriller
354,"Wedding Singer, The (1998)",Comedy|Romance
105,Sgt. Bilko (1996),Comedy
73,Maverick (1994),Action|Comedy|Western
239,Sneakers (1992),Crime|Drama|Sci-Fi
860,"Believers, The (1987)",Horror|Thriller
1046,Malice (1993),Thriller
1178,Major Payne (1994),Comedy
523,Cool Hand Luke (1967),Comedy|Drama
634,Microcosmos: Le peuple de l'herbe (1996),Documentary
1245,Gridlock'd (1997),Crime
974,Eye for an Eye (1996),Drama|Thriller
619,Extreme Measures (1996),Drama|Thriller
107,Moll Flanders (1996),Drama
213,"Room with a View, A (1986)",Drama|Romance
319,Everyone Says I Love You (1996),Comedy|Musical|Romance
963,Some Folks Call It a Sling Blade (1993),Drama|Thriller
875,She's So Lovely (1997),Drama|Romance
180,Apocalypse Now (1979),Drama|War
1033,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
380,Star Trek: Generations (1994),Action|Adventure|Sci-Fi
59,Three Colors: Red (1994),Drama
1078,Oliver & Company (1988),Animation|Children
585,Son in Law (1993),Comedy
148,"Ghost and the Darkness, The (1996)",Action|Adventure
683,Rocket Man (1997),Comedy
454,Bastard Out of Carolina (1996),Drama
737,Sirens (1994),Comedy|Drama
524,"Great Dictator, The (1940)",Comedy
995,"Kiss Me, Guido (1997)",Comedy
616,Night of the Living Dead (1968),Horror|Sci-Fi
945,Charade (1963),Comedy|Mystery|Romance|Thriller
299,Hoodlum (1997),Crime|Drama|Film-Noir
792,Bullets Over Broadway (1994),Comedy
708,"Sex, Lies, and Videotape (1989)",Drama
950,Georgia (1995),Drama
27,Bad Boys (1995),Action
747,Benny & Joon (1993),Comedy|Romance
85,"Ref, The (1994)",Comedy
516,Local Hero (1983),Comedy
1063,"Little Princess, A (1995)",Children|Drama
682,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
221,Breaking the Waves (1996),Drama
1150,Last Dance (1996),Drama
847,Looking for Richard (1996),Documentary|Drama
138,D3: The Mighty Ducks (1996),Children|Comedy
517,Manhattan (1979),Comedy|Drama|Romance
283,Emma (1996),Drama|Romance
602,"American in Paris, An (1951)",Musical|Romance
573,Body Snatchers (1993),Horror|Sci-Fi|Thriller
